"FLAG_RESIL";"CLASS_AGE";"CLASS_ANC";"CLASS_OFFRE";"CLASS_DEP";"CLASS_APPELS";"CLASS_P_APPELS_DS_FFT";"CLASS_VAR";"CLASS_TU";"CLASS_HORS_FFT";"CLASS_QT_M1";"CLASS_QT_M2";"CLASS_QT_M3";"CLASS_TYP_VAR";"CLASS_SERVICES";"CHOIX_OFFRE"
"6260";"RESIL_NON";"[0:25]";"ANC1";"O3O4";"DEP";"APP2";"PAP2";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER3";"CHOIX_NON"
"6261";"RESIL_NON";"[61:110]";"ANC3";"O1O2";"DEP";"APP1";"PAP2";"DECROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER3";"CHOIX_NON"
"6262";"RESIL_OUI";"[41:60]";"ANC1";"O1O2";"DEP";"APP1";"PAP2";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER1";"CHOIX_OUI"
"6263";"RESIL_NON";"[41:60]";"ANC3";"O3O4";"NO_DEP";"APP0";"Autres";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"SER3";"CHOIX_NON"
"6264";"RESIL_NON";"[61:110]";"ANC3";"O1O2";"DEP";"APP1";"PAP2";"DECROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER2";"CHOIX_NON"
"6265";"RESIL_NON";"[0:25]";"ANC3";"O3O4";"DEP";"APP3";"PAP2";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER3";"CHOIX_OUI"
"6266";"RESIL_OUI";"[0:25]";"ANC1";"O1O2";"NO_DEP";"APP1";"PAP2";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER2";"CHOIX_NON"
"6267";"RESIL_NON";"[26:40]";"ANC1";"O7";"NO_DEP";"APP4";"PAP2";"DECROISSANCE";"UTIL_ILIM";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"SER4";"CHOIX_NON"
"6268";"RESIL_OUI";"[26:40]";"ANC1";"O1O2";"DEP";"APP2";"PAP2";"DECROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER1";"CHOIX_NON"
"6269";"RESIL_NON";"[41:60]";"ANC3";"O1O2";"DEP";"APP2";"PAP2";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"SER1";"CHOIX_OUI"
"6270";"RESIL_NON";"[41:60]";"ANC3";"O7";"NO_DEP";"APP4";"PAP3";"CROISSANCE";"UTIL_ILIM";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER3";"CHOIX_NON"
"6271";"RESIL_NON";"[0:25]";"ANC2";"O3O4";"NO_DEP";"APP2";"PAP3";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER4";"CHOIX_OUI"
"6272";"RESIL_NON";"[26:40]";"ANC2";"O3O4";"NO_DEP";"APP3";"PAP2";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER4";"CHOIX_OUI"
"6273";"RESIL_NON";"[61:110]";"ANC1";"O3O4";"NO_DEP";"APP2";"PAP3";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER2";"CHOIX_OUI"
"6274";"RESIL_NON";"[0:25]";"ANC2";"O7";"NO_DEP";"APP4";"PAP3";"DECROISSANCE";"UTIL_ILIM";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER2";"CHOIX_NON"
"6275";"RESIL_NON";"[26:40]";"ANC2";"O3O4";"DEP";"APP3";"PAP2";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER3";"CHOIX_NON"
"6276";"RESIL_NON";"[26:40]";"ANC3";"O3O4";"DEP";"APP3";"PAP2";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER1";"CHOIX_OUI"
"6277";"RESIL_OUI";"[61:110]";"ANC2";"O1O2";"NO_DEP";"APP2";"PAP2";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER2";"CHOIX_OUI"
"6278";"RESIL_OUI";"[0:25]";"ANC1";"O1O2";"NO_DEP";"APP0";"Autres";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"SER2";"CHOIX_OUI"
"6279";"RESIL_OUI";"[41:60]";"ANC2";"O1O2";"DEP";"APP2";"PAP2";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"MOY_VAR";"SER2";"CHOIX_OUI"
"6280";"RESIL_NON";"[0:25]";"ANC3";"O5O6";"NO_DEP";"APP4";"PAP2";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER2";"CHOIX_NON"
"6281";"RESIL_NON";"[61:110]";"ANC3";"O7";"NO_DEP";"APP4";"PAP2";"CROISSANCE";"UTIL_ILIM";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER2";"CHOIX_NON"
"6282";"RESIL_NON";"[26:40]";"ANC2";"O1O2";"NO_DEP";"APP1";"PAP3";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER1";"CHOIX_OUI"
"6283";"RESIL_OUI";"[26:40]";"ANC1";"O1O2";"DEP";"APP1";"PAP2";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER1";"CHOIX_OUI"
"6284";"RESIL_OUI";"[26:40]";"ANC1";"O3O4";"DEP";"APP3";"PAP3";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER1";"CHOIX_OUI"
"6285";"RESIL_NON";"[41:60]";"ANC3";"O1O2";"DEP";"APP2";"PAP3";"DECROISSANCE";"UTIL_EXCE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER3";"CHOIX_NON"
"6286";"RESIL_NON";"[41:60]";"ANC3";"O1O2";"DEP";"APP1";"PAP2";"DECROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER2";"CHOIX_NON"
"6287";"RESIL_NON";"[26:40]";"ANC3";"O1O2";"DEP";"APP1";"PAP2";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER1";"CHOIX_OUI"
"6288";"RESIL_NON";"[26:40]";"ANC3";"O3O4";"NO_DEP";"APP3";"PAP2";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER2";"CHOIX_OUI"
"6289";"RESIL_NON";"[41:60]";"ANC3";"O3O4";"NO_DEP";"APP2";"PAP2";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"SER3";"CHOIX_OUI"
"6290";"RESIL_NON";"[41:60]";"ANC3";"O3O4";"DEP";"APP2";"PAP3";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER2";"CHOIX_OUI"
"6291";"RESIL_NON";"[26:40]";"ANC2";"O3O4";"DEP";"APP3";"PAP2";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER2";"CHOIX_OUI"
"6292";"RESIL_NON";"[41:60]";"ANC1";"O1O2";"NO_DEP";"APP1";"PAP2";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"SER3";"CHOIX_OUI"
"6293";"RESIL_OUI";"[41:60]";"ANC2";"O1O2";"NO_DEP";"APP0";"Autres";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"SER2";"CHOIX_NON"
"6294";"RESIL_OUI";"[0:25]";"ANC1";"O3O4";"NO_DEP";"APP2";"PAP1";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SERNA";"CHOIX_NON"
"6295";"RESIL_NON";"[26:40]";"ANC3";"O1O2";"DEP";"APP1";"PAP3";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER2";"CHOIX_OUI"
"6296";"RESIL_OUI";"[0:25]";"ANC2";"O1O2";"DEP";"APP1";"PAP2";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER1";"CHOIX_OUI"
"6297";"RESIL_NON";"[26:40]";"ANC3";"O1O2";"NO_DEP";"APP1";"PAP3";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"MOY_VAR";"SER2";"CHOIX_OUI"
"6298";"RESIL_NON";"[0:25]";"ANC3";"O5O6";"DEP";"APP4";"PAP3";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER2";"CHOIX_OUI"
"6299";"RESIL_NON";"[26:40]";"ANC3";"O3O4";"DEP";"APP2";"PAP2";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER2";"CHOIX_OUI"
"6300";"RESIL_NON";"[0:25]";"ANC3";"O3O4";"DEP";"APP2";"PAP2";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"SER4";"CHOIX_OUI"
"6301";"RESIL_NON";"[26:40]";"ANC3";"O3O4";"DEP";"APP3";"PAP2";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER4";"CHOIX_OUI"
"6302";"RESIL_NON";"[26:40]";"ANC2";"O7";"NO_DEP";"APP4";"PAP2";"CROISSANCE";"UTIL_ILIM";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER3";"CHOIX_OUI"
"6303";"RESIL_NON";"[26:40]";"ANC3";"O3O4";"NO_DEP";"APP2";"PAP3";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER3";"CHOIX_OUI"
"6304";"RESIL_NON";"[0:25]";"ANC3";"O1O2";"NO_DEP";"APP1";"PAP3";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER3";"CHOIX_OUI"
"6305";"RESIL_NON";"[0:25]";"ANC3";"O1O2";"DEP";"APP2";"PAP2";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER3";"CHOIX_OUI"
"6306";"RESIL_NON";"[0:25]";"ANC3";"O3O4";"DEP";"APP3";"PAP2";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER3";"CHOIX_OUI"
"6307";"RESIL_OUI";"[41:60]";"ANC2";"O1O2";"NO_DEP";"APP1";"PAP2";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER3";"CHOIX_NON"
"6308";"RESIL_NON";"[41:60]";"ANC1";"O5O6";"NO_DEP";"APP4";"PAP2";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"MOY_VAR";"SER3";"CHOIX_OUI"
"6309";"RESIL_OUI";"[0:25]";"ANC2";"O3O4";"NO_DEP";"APP2";"PAP1";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"SER3";"CHOIX_NON"
"6310";"RESIL_NON";"[0:25]";"ANC1";"O3O4";"DEP";"APP3";"PAP2";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER3";"CHOIX_NON"
"6311";"RESIL_NON";"[41:60]";"ANC1";"O3O4";"NO_DEP";"APP0";"Autres";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"SER4";"CHOIX_NON"
"6312";"RESIL_NON";"[0:25]";"ANC3";"O3O4";"DEP";"APP4";"PAP2";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"SER2";"CHOIX_OUI"
"6313";"RESIL_OUI";"[26:40]";"ANC1";"O1O2";"NO_DEP";"APP0";"Autres";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"SER1";"CHOIX_OUI"
"6314";"RESIL_OUI";"[41:60]";"ANC1";"O3O4";"NO_DEP";"APP0";"Autres";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"SERNA";"CHOIX_NON"
"6315";"RESIL_NON";"[0:25]";"ANC3";"O1O2";"DEP";"APP2";"PAP2";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER1";"CHOIX_OUI"
"6316";"RESIL_NON";"[61:110]";"ANC3";"O1O2";"NO_DEP";"APP1";"PAP3";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"SER3";"CHOIX_OUI"
"6317";"RESIL_NON";"[41:60]";"ANC3";"O5O6";"DEP";"APP4";"PAP2";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER3";"CHOIX_OUI"
"6318";"RESIL_OUI";"[26:40]";"ANC1";"O1O2";"NO_DEP";"APP0";"Autres";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"SER1";"CHOIX_NON"
"6319";"RESIL_NON";"[26:40]";"ANC3";"O1O2";"DEP";"APP2";"PAP2";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"SER1";"CHOIX_OUI"
"6320";"RESIL_NON";"[26:40]";"ANC3";"O3O4";"DEP";"APP4";"PAP2";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER2";"CHOIX_OUI"
"6321";"RESIL_NON";"[26:40]";"ANC1";"O3O4";"NO_DEP";"APP2";"PAP3";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"SER2";"CHOIX_NON"
"6322";"RESIL_OUI";"[41:60]";"ANC1";"O1O2";"NO_DEP";"APP0";"Autres";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"SER1";"CHOIX_OUI"
"6323";"RESIL_NON";"[61:110]";"ANC1";"O1O2";"NO_DEP";"APP1";"PAP2";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER1";"CHOIX_OUI"
"6324";"RESIL_NON";"[41:60]";"ANC2";"O3O4";"NO_DEP";"APP1";"PAP2";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"SER2";"CHOIX_NON"
"6325";"RESIL_NON";"[61:110]";"ANC2";"O3O4";"DEP";"APP3";"PAP2";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER2";"CHOIX_OUI"
"6326";"RESIL_OUI";"[26:40]";"ANC1";"O1O2";"DEP";"APP1";"PAP2";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER2";"CHOIX_OUI"
"6327";"RESIL_NON";"[0:25]";"ANC2";"O1O2";"DEP";"APP2";"PAP2";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER3";"CHOIX_OUI"
"6328";"RESIL_NON";"[61:110]";"ANC3";"O5O6";"DEP";"APP4";"PAP3";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER3";"CHOIX_OUI"
"6329";"RESIL_NON";"[26:40]";"ANC3";"O3O4";"NO_DEP";"APP2";"PAP3";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER2";"CHOIX_OUI"
"6330";"RESIL_OUI";"[61:110]";"ANC2";"O1O2";"NO_DEP";"APP1";"PAP3";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER1";"CHOIX_OUI"
"6331";"RESIL_NON";"[61:110]";"ANC1";"O5O6";"DEP";"APP4";"PAP2";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER2";"CHOIX_OUI"
"6332";"RESIL_NON";"[41:60]";"ANC3";"O3O4";"DEP";"APP3";"PAP2";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER2";"CHOIX_OUI"
"6333";"RESIL_NON";"[0:25]";"ANC1";"O5O6";"NO_DEP";"APP4";"PAP3";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER2";"CHOIX_OUI"
"6334";"RESIL_NON";"[41:60]";"ANC3";"O5O6";"NO_DEP";"APP3";"PAP3";"CROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER2";"CHOIX_NON"
"6335";"RESIL_OUI";"[61:110]";"ANC3";"O7";"NO_DEP";"APP4";"PAP2";"CROISSANCE";"UTIL_ILIM";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER1";"CHOIX_NON"
"6336";"RESIL_NON";"[0:25]";"ANC2";"O1O2";"DEP";"APP1";"PAP3";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER4";"CHOIX_OUI"
"6337";"RESIL_OUI";"[41:60]";"ANC2";"O3O4";"NO_DEP";"APP0";"Autres";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"SER2";"CHOIX_NON"
"6338";"RESIL_NON";"[26:40]";"ANC3";"O3O4";"DEP";"APP3";"PAP2";"DECROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER2";"CHOIX_NON"
"6339";"RESIL_OUI";"[41:60]";"ANC3";"O3O4";"NO_DEP";"APP0";"Autres";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"SER2";"CHOIX_NON"
"6340";"RESIL_OUI";"[0:25]";"ANC2";"O1O2";"NO_DEP";"APP1";"PAP2";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER1";"CHOIX_NON"
"6341";"RESIL_NON";"[41:60]";"ANC3";"O1O2";"DEP";"APP1";"PAP3";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER2";"CHOIX_OUI"
"6342";"RESIL_NON";"[41:60]";"ANC3";"O3O4";"DEP";"APP3";"PAP2";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"SER3";"CHOIX_OUI"
"6343";"RESIL_OUI";"[0:25]";"ANC1";"O1O2";"NO_DEP";"APP0";"Autres";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"SER1";"CHOIX_OUI"
"6344";"RESIL_OUI";"[41:60]";"ANC2";"O1O2";"DEP";"APP1";"PAP2";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER1";"CHOIX_OUI"
"6345";"RESIL_NON";"[41:60]";"ANC3";"O1O2";"DEP";"APP1";"PAP2";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER3";"CHOIX_OUI"
"6346";"RESIL_NON";"[26:40]";"ANC3";"O3O4";"DEP";"APP3";"PAP2";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER3";"CHOIX_OUI"
"6347";"RESIL_NON";"[41:60]";"ANC3";"O3O4";"DEP";"APP3";"PAP2";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER2";"CHOIX_OUI"
"6348";"RESIL_NON";"[0:25]";"ANC3";"O1O2";"DEP";"APP2";"PAP2";"DECROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER2";"CHOIX_NON"
"6349";"RESIL_OUI";"[0:25]";"ANC1";"O7";"NO_DEP";"APP4";"PAP3";"CROISSANCE";"UTIL_ILIM";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER2";"CHOIX_NON"
"6350";"RESIL_NON";"[0:25]";"ANC2";"O5O6";"NO_DEP";"APP0";"Autres";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"SER2";"CHOIX_NON"
"6351";"RESIL_NON";"[0:25]";"ANC1";"O3O4";"DEP";"APP3";"PAP2";"DECROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER2";"CHOIX_NON"
"6352";"RESIL_NON";"[26:40]";"ANC2";"O3O4";"DEP";"APP3";"PAP2";"DECROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER4";"CHOIX_NON"
"6353";"RESIL_OUI";"[0:25]";"ANC1";"O7";"NO_DEP";"APP2";"PAP3";"DECROISSANCE";"UTIL_ILIM";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"SER3";"CHOIX_NON"
"6354";"RESIL_NON";"[0:25]";"ANC3";"O3O4";"DEP";"APP2";"PAP3";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER1";"CHOIX_OUI"
"6355";"RESIL_NON";"[0:25]";"ANC3";"O5O6";"NO_DEP";"APP0";"Autres";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"SER3";"CHOIX_NON"
"6356";"RESIL_NON";"[26:40]";"ANC2";"O3O4";"DEP";"APP3";"PAP2";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"SER2";"CHOIX_OUI"
"6357";"RESIL_NON";"[0:25]";"ANC1";"O7";"NO_DEP";"APP4";"PAP3";"DECROISSANCE";"UTIL_ILIM";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"SER4";"CHOIX_OUI"
"6358";"RESIL_NON";"[41:60]";"ANC2";"O1O2";"NO_DEP";"APP1";"PAP2";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"SER3";"CHOIX_OUI"
